pathway_id	gene_id	counts	symbol	kegg_id	flybase_id				
dme00561	31826	4	rdgA	CG42667	FBgn0261549				
dme00561	35966	5	wun	CG8804	FBgn0016078				
dme00561	53558	5	wun2	CG8805	FBgn0041087				
dme00562	326119	3	5PtaseI	CG42283	FBgn0259178				
dme00562	39404	3	CG10426	CG10426	FBgn0036273				
dme00562	32279	4	CG15743	CG15743	FBgn0030465				
dme00562	39739	3	CG17026	CG17026	FBgn0036550				
dme00562	39741	3	CG17028	CG17028	FBgn0036552				
dme00562	39740	3	CG17029	CG17029	FBgn0036551				
dme00562	30995	6	CG17896	CG17896	FBgn0023537				
dme00562	2768892	3	CG42271	CG42271	FBgn0259166				
dme00562	39391	2	CG6910	CG6910	FBgn0036262				
dme00562	40347	3	CG9389	CG9389	FBgn0037064				
dme00562	40346	3	CG9391	CG9391	FBgn0037063				
dme00562	32629	3	CG9784	CG9784	FBgn0030761				
dme00562	45374	3	Dmir\CG7004	CG7004	FBgn0084299				
dme00562	32506	4	Dsim\GD15785	CG9245	FBgn0068670				
dme00562	3885565	4	Dyak\GE14484	CG17471	FBgn0068382				
dme00562	37033	3	fab1	CG6355	FBgn0028741				
dme00562	35671	2	Inos	CG11143	FBgn0025885				
dme00562	34300	3	IP3K1	CG4026	FBgn0032147				
dme00562	32285	3	IP3K2	CG34359	FBgn0266375				
dme00562	37360	3	Ipk1	CG30295	FBgn0050295				
dme00562	41701	3	Ipp	CG3028	FBgn0016672				
dme00562	39841	1	Mipp1	CG4123	FBgn0026061				
dme00562	31544	1	Mipp2	CG4317	FBgn0026060				
dme00562	31376	5	norpA	CG3620	FBgn0262738				
dme00562	37733	5	Pi3K59F	CG5373	FBgn0015277				
dme00562	39329	3	Pi3K68D	CG11621	FBgn0015278				
dme00562	42446	5	Pi3K92E	CG4141	FBgn0015279				
dme00562	40670	3	Pi4KIIalpha	CG2929	FBgn0037339				
dme00562	31247	3	PI4KIIIalpha	CG10260	FBgn0267350				
dme00562	37633	4	PIP5K59B	CG3682	FBgn0034789				
dme00562	33204	5	Plc21C	CG4574	FBgn0004611				
dme00562	43991	4	Pten	CG5671	FBgn0026379				
dme00562	37356	4	sktl	CG9985	FBgn0016984				
dme00562	32601	3	sl	CG4200	FBgn0003416				
dme00562	37517	3	Synj	CG6562	FBgn0034691				
dme00562	43582	6	Tpi	CG2171	FBgn0086355				
dme00563	31772	2	CG11190	CG11190	FBgn0030035				
dme00563	38446	2	CG12006	CG12006	FBgn0035464				
dme00563	37118	2	CG12263	CG12263	FBgn0034346				
dme00563	40944	2	CG14463	CG14463	FBgn0037535				
dme00563	43168	2	CG14550	CG14550	FBgn0039405				
dme00563	35685	1	CG2144	CG2144	FBgn0033187				
dme00563	36049	2	CG2292	CG2292	FBgn0033479				
dme00563	246580	2	CG30381	CG30381	FBgn0050381				
dme00563	31487	2	CG3160	CG3160	FBgn0029789				
dme00563	31163	2	CG4406	CG4406	FBgn0023545				
dme00563	42388	2	CG4433	CG4433	FBgn0038763				
dme00563	19836003	1	CG45068	CG3419	FBgn0266438				
dme00563	37020	2	CG6401	CG6401	FBgn0034270				
dme00563	40139	2	CG9376	CG9376	FBgn0036893				
dme00563	37470	2	CG9865	CG9865	FBgn0034649				
dme00563	34185	2	Dyak\GE18782	CG13089	FBgn0068450				
dme00563	31517	2	GAA1	CG3033	FBgn0029818				
dme00563	117366	2	Gpi1	CG32578	FBgn0086448				
dme00563	38410	2	PIG-C	CG12077	FBgn0035435				
dme00563	42979	2	sud1	CG31120	FBgn0265189				
dme00563	19835383	2	veg	CG6657	FBgn0265195				
dme00564	41625	1	Ace	CG17907	FBgn0000024				
dme00564	36496	3	bbc	CG6016	FBgn0033844				
dme00564	117353	2	Cct1	CG1049	FBgn0041342				
dme00564	38180	2	Cct2	CG18330	FBgn0035231				
dme00564	43950	3	CdsA	CG7962	FBgn0010350				
dme00564	40472	5	CG11425	CG11425	FBgn0037167				
dme00564	40471	5	CG11426	CG11426	FBgn0037166				
dme00564	40470	5	CG11437	CG11437	FBgn0037165				
dme00564	40469	5	CG11438	CG11438	FBgn0037164				
dme00564	40672	5	CG12746	CG12746	FBgn0037341				
dme00564	59176	1	CG18815	CG18815	FBgn0042138				
dme00564	326109	2	CG18858	CG18858	FBgn0042175				
dme00564	35689	1	CG2137	CG2137	FBgn0033190				
dme00564	35417	2	CG2201	CG2201	FBgn0032955				
dme00564	31402	6	CG3009	CG3009	FBgn0029720				
dme00564	42836	4	CG31140	CG31140	FBgn0051140				
dme00564	261623	2	CG31683	CG31683	FBgn0051683				
dme00564	37852	3	CG3209	CG3209	FBgn0034971				
dme00564	37672	1	CG3215	CG3215	FBgn0034825				
dme00564	31899	3	CG32699	CG32699	FBgn0052699				
dme00564	326259	3	CG33116	CG33116	FBgn0053116				
dme00564	5740362	4	CG34384	CG34384	FBgn0085413				
dme00564	32230	3	CG3812	CG3812	FBgn0030421				
dme00564	39820	3	CG4729	CG4729	FBgn0036623				
dme00564	39819	3	CG4753	CG4753	FBgn0036622				
dme00564	42849	2	CG5991	CG5991	FBgn0026576				
dme00564	34063	3	CG7149	CG7149	FBgn0031948				
dme00564	34776	1	CG7311	CG7311	FBgn0028848				
dme00564	42254	2	CG7718	CG7718	FBgn0038649				
dme00564	39530	2	CG8745	CG8745	FBgn0036381				
dme00564	35384	3	CG9248	CG9248	FBgn0032923				
dme00564	43104	2	CLS	CG4774	FBgn0039360				
dme00564	35738	4	Dgk	CG34361	FBgn0085390				
dme00564	36408	4	Dgkepsilon	CG8657	FBgn0020930				
dme00564	53586	2	Dhap-at	CG4625	FBgn0040212				
dme00564	40281	2	Dsec\GM22203	CG4825	FBgn0177073				
dme00564	32506	4	Dsim\GD15785	CG9245	FBgn0068670				
dme00564	32585	2	eas	CG3525	FBgn0000536				
dme00564	33900	1	frj	CG9526	FBgn0031815				
dme00564	31747	6	GIIIspla2	CG1583	FBgn0030013				
dme00564	33824	1	Gpdh	CG9042	FBgn0001128				
dme00564	47611	1	Gpo-1	CG8256	FBgn0022160				
dme00564	39734	6	GXIVsPLA2	CG17035	FBgn0036545				
dme00564	39160	6	iPLA2-VIA	CG6718	FBgn0036053				
dme00564	40468	5	laza	CG11440	FBgn0037163				
dme00564	35790	3	Lpin	CG8709	FBgn0263593				
dme00564	43350	3	mino	CG5508	FBgn0027579				
dme00564	40093	1	nes	CG9655	FBgn0026630				
dme00564	34716	2	Pect	CG5547	FBgn0032482				
dme00564	35554	4	Pld	CG12110	FBgn0033075				
dme00564	31826	4	rdgA	CG42667	FBgn0261549				
dme00564	43461	6	sPLA2	CG14507	FBgn0033170				
dme00564	35665	6	sPLA2	CG11124	FBgn0033170				
dme00564	31716	1	sws	CG2212	FBgn0003656				
dme00564	36405	1	Taz	CG8766	FBgn0026619				
dme00564	42249	1	VAChT	CG12345	FBgn0015323				
dme00564	35966	5	wun	CG8804	FBgn0016078				
dme00564	53558	5	wun2	CG8805	FBgn0041087				
dme00565	36496	3	bbc	CG6016	FBgn0033844				
dme00565	36669	3	CG10253	CG10253	FBgn0033983				
dme00565	40472	5	CG11425	CG11425	FBgn0037167				
dme00565	40471	5	CG11426	CG11426	FBgn0037166				
dme00565	40470	5	CG11437	CG11437	FBgn0037165				
dme00565	40469	5	CG11438	CG11438	FBgn0037164				
dme00565	40672	5	CG12746	CG12746	FBgn0037341				
dme00565	31402	6	CG3009	CG3009	FBgn0029720				
dme00565	31899	3	CG32699	CG32699	FBgn0052699				
dme00565	326259	3	CG33116	CG33116	FBgn0053116				
dme00565	34063	3	CG7149	CG7149	FBgn0031948				
dme00565	35384	3	CG9248	CG9248	FBgn0032923				
dme00565	31747	6	GIIIspla2	CG1583	FBgn0030013				
dme00565	39734	6	GXIVsPLA2	CG17035	FBgn0036545				
dme00565	39160	6	iPLA2-VIA	CG6718	FBgn0036053				
dme00565	40468	5	laza	CG11440	FBgn0037163				
dme00565	36791	2	Lis-1	CG8440	FBgn0015754				
dme00565	32529	2	Paf-AHalpha	CG8962	FBgn0025809				
dme00565	35554	4	Pld	CG12110	FBgn0033075				
dme00565	43461	6	sPLA2	CG14507	FBgn0033170				
dme00565	35665	6	sPLA2	CG11124	FBgn0033170				
dme00565	35966	5	wun	CG8804	FBgn0016078				
dme00565	53558	5	wun2	CG8805	FBgn0041087				
dme00590	35146	2	CG10602	CG10602	FBgn0032721				
dme00590	32164	5	CG1492	CG1492	FBgn0030361				
dme00590	37194	2	CG15116	CG15116	FBgn0034415				
dme00590	41173	2	CG16817	CG16817	FBgn0037728				
dme00590	31402	6	CG3009	CG3009	FBgn0029720				
dme00590	32839	5	Dmir\CG6461	CG6461	FBgn0069796				
dme00590	31747	6	GIIIspla2	CG1583	FBgn0030013				
dme00590	39734	6	GXIVsPLA2	CG17035	FBgn0036545				
dme00590	39160	6	iPLA2-VIA	CG6718	FBgn0036053				
dme00590	38413	2	PHGPx	CG12013	FBgn0035438				
dme00590	43461	6	sPLA2	CG14507	FBgn0033170				
dme00590	35665	6	sPLA2	CG11124	FBgn0033170				
dme00590	39856	2	Su(P)	CG4086	FBgn0004465				
dme00591	35706	4	CG2070	CG2070	FBgn0033203				
dme00591	31402	6	CG3009	CG3009	FBgn0029720				
dme00591	31747	6	GIIIspla2	CG1583	FBgn0030013				
dme00591	39734	6	GXIVsPLA2	CG17035	FBgn0036545				
dme00591	39160	6	iPLA2-VIA	CG6718	FBgn0036053				
dme00591	43461	6	sPLA2	CG14507	FBgn0033170				
dme00591	35665	6	sPLA2	CG11124	FBgn0033170				
dme00592	37446	6	Acox57D-d	CG9709	FBgn0034629				
dme00592	37445	6	Acox57D-p	CG9707	FBgn0034628				
dme00592	35213	6	CG17544	CG17544	FBgn0032775				
dme00592	31402	6	CG3009	CG3009	FBgn0029720				
dme00592	31641	6	CG4586	CG4586	FBgn0029924				
dme00592	37028	6	CG5009	CG5009	FBgn0027572				
dme00592	33898	6	CG9527	CG9527	FBgn0031813				
dme00592	31747	6	GIIIspla2	CG1583	FBgn0030013				
dme00592	39734	6	GXIVsPLA2	CG17035	FBgn0036545				
dme00592	39160	6	iPLA2-VIA	CG6718	FBgn0036053				
dme00592	43461	6	sPLA2	CG14507	FBgn0033170				
dme00592	35665	6	sPLA2	CG11124	FBgn0033170				
dme00600	250736	2	bwa	CG13969	FBgn0045064				
dme00600	40640	1	Cerk	CG16708	FBgn0037315				
dme00600	43043	2	CG10425	CG10425	FBgn0039304				
dme00600	40472	5	CG11425	CG11425	FBgn0037167				
dme00600	40471	5	CG11426	CG11426	FBgn0037166				
dme00600	40470	5	CG11437	CG11437	FBgn0037165				
dme00600	40469	5	CG11438	CG11438	FBgn0037164				
dme00600	38396	2	CG12034	CG12034	FBgn0035421				
dme00600	40672	5	CG12746	CG12746	FBgn0037341				
dme00600	42796	4	CG31148	CG31148	FBgn0051148				
dme00600	318721	4	CG31414	CG31414	FBgn0051414				
dme00600	34835	3	CG33090	CG33090	FBgn0028916				
dme00600	37884	3	CG3376	CG3376	FBgn0034997				
dme00600	41436	2	CG6962	CG6962	FBgn0037958				
dme00600	36829	5	CG7997	CG7997	FBgn0034117				
dme00600	43618	2	Dyak\CDase	CG1471	FBgn0068523				
dme00600	41457	7	Ect3	CG3132	FBgn0260746				
dme00600	33839	7	Gal	CG9092	FBgn0001089				
dme00600	37516	2	GlcT-1	CG6437	FBgn0067102				
dme00600	33836	2	ifc	CG9078	FBgn0001941				
dme00600	34910	2	lace	CG4162	FBgn0002524				
dme00600	40468	5	laza	CG11440	FBgn0037163				
dme00600	50392	2	schlank	CG3576	FBgn0040918				
dme00600	32089	2	Sk1	CG1747	FBgn0030300				
dme00600	46059	2	Sply	CG8946	FBgn0010591				
dme00600	36448	2	Spt-I	CG4016	FBgn0086532				
dme00600	35966	5	wun	CG8804	FBgn0016078				
dme00600	53558	5	wun2	CG8805	FBgn0041087				
dme00601	33800	3	CG11149	CG11149	FBgn0031732				
dme00601	34687	3	CG15483	CG15483	FBgn0032457				
dme00601	37861	3	CG3253	CG3253	FBgn0041706				
dme00601	36279	2	CG33145	CG33145	FBgn0053145				
dme00603	33512	2	alpha4GT1	CG17223	FBgn0031491				
dme00603	43124	2	alpha4GT2	CG5878	FBgn0039378				
dme00603	34355	2	CG5731	CG5731	FBgn0032192				
dme00603	36829	5	CG7997	CG7997	FBgn0034117				
dme00603	250735	7	fdl	CG8824	FBgn0045063				
dme00603	38528	7	Hexo1	CG1318	FBgn0041630				
dme00603	31808	7	Hexo2	CG1787	FBgn0041629				
dme00604	39876	2	CG9706	CG9706	FBgn0036662				
dme00604	41457	7	Ect3	CG3132	FBgn0260746				
dme00604	250735	7	fdl	CG8824	FBgn0045063				
dme00604	33839	7	Gal	CG9092	FBgn0001089				
dme00604	38528	7	Hexo1	CG1318	FBgn0041630				
dme00604	31808	7	Hexo2	CG1787	FBgn0041629				
dme00620	35761	5	ACC	CG11198	FBgn0033246				
dme00620	34807	1	Acyp	CG16870	FBgn0025115				
dme00620	41910	1	Acyp2	CG18505	FBgn0038363				
dme00620	34256	13	Aldh	CG3752	FBgn0012036				
dme00620	39469	6	CG10748	CG10748	FBgn0036327				
dme00620	39470	6	CG10749	CG10749	FBgn0036328				
dme00620	31695	13	CG10932	CG10932	FBgn0029969				
dme00620	31830	1	CG10970	CG10970	FBgn0030078				
dme00620	49997	1	CG11052	CG11052	FBgn0040524				
dme00620	40409	6	CG11249	CG11249	FBgn0037115				
dme00620	43437	5	CG11876	CG11876	FBgn0039635				
dme00620	39945	6	CG12229	CG12229	FBgn0036723				
dme00620	40708	4	CG1236	CG1236	FBgn0037370				
dme00620	36510	5	CG13334	CG13334	FBgn0033856				
dme00620	33763	1	CG14022	CG14022	FBgn0031700				
dme00620	35656	1	CG1707	CG1707	FBgn0033162				
dme00620	36556	1	CG18371	CG18371	FBgn0033893				
dme00620	33475	6	CG2964	CG2964	FBgn0031462				
dme00620	43244	13	CG31075	CG31075	FBgn0051075				
dme00620	318995	4	CG31874	CG31874	FBgn0051874				
dme00620	31606	4	CG4095	CG4095	FBgn0029890				
dme00620	40299	1	CG4365	CG4365	FBgn0037024				
dme00620	34021	5	CG5261	CG5261	FBgn0031912				
dme00620	39281	4	CG6140	CG6140	FBgn0036162				
dme00620	31407	5	CG7024	CG7024	FBgn0029722				
dme00620	42621	6	CG7069	CG7069	FBgn0038952				
dme00620	41787	6	CG7362	CG7362	FBgn0038258				
dme00620	36839	3	CG7848	CG7848	FBgn0034127				
dme00620	38147	13	CG9149	CG9149	FBgn0035203				
dme00620	40097	15	CG9629	CG9629	FBgn0036857				
dme00620	40348	5	Dsim\AcCoAS	CG9390	FBgn0062293				
dme00620	39988	7	Dsim\CG7430	CG7430	FBgn0086185				
dme00620	45880	5	ImpL3	CG10160	FBgn0001258				
dme00620	31605	4	l(1)G0255	CG4094	FBgn0028336				
dme00620	31406	5	l(1)G0334	CG7010	FBgn0028325				
dme00620	34414	6	Mdh1	CG5362	FBgn0262782				
dme00620	42185	6	Mdh2	CG7998	FBgn0262559				
dme00620	47173	3	Men	CG10120	FBgn0002719				
dme00620	43936	3	Men-b	CG5889	FBgn0029155				
dme00620	3772542	3	Menl-1	CG7964	FBgn0029154				
dme00620	3772692	3	Menl-2	CG7969	FBgn0029153				
dme00620	36020	5	PCB	CG1516	FBgn0027580				
dme00620	37131	5	Pepck	CG17725	FBgn0003067				
dme00620	37130	5	Pepck	CG10924	FBgn0003067				
dme00620	42620	6	PyK	CG7070	FBgn0267385				
dme00630	44149	6	Acon	CG9244	FBgn0010100				
dme00630	40048	4	Cat	CG6871	FBgn0000261				
dme00630	39469	6	CG10748	CG10748	FBgn0036327				
dme00630	39470	6	CG10749	CG10749	FBgn0036328				
dme00630	31695	13	CG10932	CG10932	FBgn0029969				
dme00630	40708	4	CG1236	CG1236	FBgn0037370				
dme00630	41468	6	CG14740	CG14740	FBgn0037988				
dme00630	3771779	3	CG18003	CG18003	FBgn0061356				
dme00630	31524	7	CG3011	CG3011	FBgn0029823				
dme00630	41326	6	CG4706	CG4706	FBgn0037862				
dme00630	38147	13	CG9149	CG9149	FBgn0035203				
dme00630	34198	4	CG9314	CG9314	FBgn0032061				
dme00630	33431	4	CG9886	CG9886	FBgn0031428				
dme00630	31960	2	Gip	CG2227	FBgn0011770				
dme00630	33172	6	Gs1	CG2718	FBgn0001142				
dme00630	32087	6	Gs2	CG1743	FBgn0001145				
dme00630	42689	6	Irp-1A	CG4900	FBgn0024958				
dme00630	41269	6	Irp-1B	CG6342	FBgn0024957				
dme00630	31579	6	kdn	CG3861	FBgn0261955				
dme00630	33907	3	KFase	CG9542	FBgn0031821				
dme00630	34414	6	Mdh1	CG5362	FBgn0262782				
dme00630	42185	6	Mdh2	CG7998	FBgn0262559				
dme00630	40349	2	ppl	CG7758	FBgn0027945				
dme00630	31587	6	Spat	CG3926	FBgn0014031				
dme00640	35761	5	ACC	CG11198	FBgn0033246				
dme00640	31695	13	CG10932	CG10932	FBgn0029969				
dme00640	38864	7	CG12262	CG12262	FBgn0035811				
dme00640	36510	5	CG13334	CG13334	FBgn0033856				
dme00640	30995	6	CG17896	CG17896	FBgn0023537				
dme00640	41869	5	CG5044	CG5044	FBgn0038326				
dme00640	42326	4	CG6255	CG6255	FBgn0038708				
dme00640	42901	2	CG6432	CG6432	FBgn0039184				
dme00640	40188	6	CG7433	CG7433	FBgn0036927				
dme00640	38147	13	CG9149	CG9149	FBgn0035203				
dme00640	38447	4	Dpse\GA23751	CG1065	FBgn0245150				
dme00640	40348	5	Dsim\AcCoAS	CG9390	FBgn0062293				
dme00640	36536	11	Dyak\GE13337	CG6543	FBgn0068271				
dme00640	45880	5	ImpL3	CG10160	FBgn0001258				
dme00640	34276	12	Mtpalpha	CG4389	FBgn0028479				
dme00640	41067	4	skap	CG11963	FBgn0037643				
dme00640	44001	4	Sucb	CG10622	FBgn0029118				
dme00650	42364	6	Arc42	CG4703	FBgn0038742				
dme00650	34791	5	b	CG7811	FBgn0000153				
dme00650	33978	5	CG10399	CG10399	FBgn0031877				
dme00650	35156	1	CG10639	CG10639	FBgn0032729				
dme00650	31695	13	CG10932	CG10932	FBgn0029969				
dme00650	30972	3	CG13377	CG13377	FBgn0261446				
dme00650	35706	4	CG2070	CG2070	FBgn0033203				
dme00650	41480	6	CG4860	CG4860	FBgn0037999				
dme00650	40188	6	CG7433	CG7433	FBgn0036927				
dme00650	38147	13	CG9149	CG9149	FBgn0035203				
dme00650	44154	5	Dsim\Hmgs	CG4311	FBgn0083433				
dme00650	36536	11	Dyak\GE13337	CG6543	FBgn0068271				
dme00650	38484	5	Gad1	CG14994	FBgn0004516				
dme00650	34276	12	Mtpalpha	CG4389	FBgn0028479				
dme00650	38261	3	SCOT	CG1140	FBgn0035298				
dme00650	43512	3	sro	CG12068	FBgn0262112				
dme00650	43092	3	Ssadh	CG4685	FBgn0039349				
dme00670	33986	3	ade3	CG31628	FBgn0000053				
dme00670	42973	3	CG11089	CG11089	FBgn0039241				
dme00670	43699	2	CG1750	CG1750	FBgn0039836				
dme00670	31524	7	CG3011	CG3011	FBgn0029823				
dme00670	37699	2	CG34424	CG34424	FBgn0085453				
dme00670	34474	4	CG6415	CG6415	FBgn0032287				
dme00670	39276	3	CG7560	CG7560	FBgn0036157				
dme00670	35407	1	Dame\CG8665	CG8665	FBgn0260523				
dme00670	42003	3	Dhfr	CG14887	FBgn0004087				
dme00670	47895	2	Nmdmc	CG18466	FBgn0010222				
dme00670	41279	2	pug	CG4067	FBgn0020385				
dme00670	33499	3	Ts	CG3181	FBgn0024920				
dme00730	40326	3	CG10581	CG10581	FBgn0037046				
dme00730	34613	3	CG12264	CG12264	FBgn0032393				
dme00730	41417	2	CG14721	CG14721	FBgn0037942				
dme00740	48445	1	Acph-1	CG7899	FBgn0000032				
dme00740	34759	2	CG16848	CG16848	FBgn0032522				
dme00740	40936	2	CG2846	CG2846	FBgn0014930				
dme00740	261628	1	CG31469	CG31469	FBgn0051469				
dme00740	32240	2	CG4407	CG4407	FBgn0030431				
dme00740	42576	1	CG6656	CG6656	FBgn0038912				
dme00740	40117	1	CG9449	CG9449	FBgn0036875				
dme00740	40118	1	CG9451	CG9451	FBgn0036876				
dme00740	40119	1	CG9452	CG9452	FBgn0036877				
dme00740	37044	3	PPO1	CG42639	FBgn0261362				
dme00740	44513	3	PPO3	CG42640	FBgn0261363				
dme00740	3772179	1	primo-1	CG33748	FBgn0040077				
dme00740	3772427	1	primo-2	CG33747	FBgn0040076				
dme00750	46391	5	CG11899	CG11899	FBgn0014427				
dme00750	32967	2	CG12237	CG12237	FBgn0031048				
dme00750	32964	2	CG14212	CG14212	FBgn0031045				
dme00750	318753	2	CG31473	CG31473	FBgn0051473				
dme00750	39066	2	Pdxk	CG34455	FBgn0085484				
dme00750	40925	2	sgll	CG31472	FBgn0051472				
dme00760	36121	4	CG11883	CG11883	FBgn0033538				
dme00760	38315	4	CG16758	CG16758	FBgn0035348				
dme00760	37756	4	CG18128	CG18128	FBgn0034898				
dme00760	36969	4	CG30103	CG30103	FBgn0050103				
dme00760	32822	4	CG32549	CG32549	FBgn0052549				
dme00760	36507	2	CG33156	CG33156	FBgn0053156				
dme00760	33626	2	CG3714	CG3714	FBgn0031589				
dme00760	32043	4	CG42249	CG42249	FBgn0259101				
dme00760	37875	4	cN-IIIB	CG3362	FBgn0034988				
dme00760	32328	2	Dmir\CG9940	CG9940	FBgn0084052				
dme00760	42987	2	Nmnat	CG13645	FBgn0039254				
dme00760	246458	4	NT5E-2	CG30104	FBgn0050104				
dme00760	36968	4	veil	CG4827	FBgn0034225				
dme00770	32297	6	CG1673	CG1673	FBgn0030482				
dme00770	33742	2	CG5828	CG5828	FBgn0031682				
dme00770	40675	5	CRMP	CG1411	FBgn0023023				
dme00770	317852	1	eap	CG32099	FBgn0052099				
dme00770	46234	2	fbl	CG5725	FBgn0011205				
dme00770	38647	2	Ppat-Dpck	CG10575	FBgn0035632				
dme00770	246533	2	Ppcdc	CG30290	FBgn0050290				
dme00770	42295	2	Ppcs	CG5629	FBgn0261285				
dme00770	40916	5	pyd3	CG3027	FBgn0037513				
dme00770	31858	5	su(r)	CG2194	FBgn0086450				
dme00780	40692	4	CG12170	CG12170	FBgn0037356				
dme00780	40659	2	Hcs	CG14670	FBgn0037332				
dme00780	31551	2	vanin-like	CG32754	FBgn0040069				
dme00785	36795	2	CG42837	CG8446	FBgn0262026				
dme00785	40565	2	CG9804	CG9804	FBgn0037251				
dme00785	40259	2	Las	CG5231	FBgn0029158				
dme00790	42482	2	CG10827	CG10827	FBgn0038845				
dme00790	31782	2	CG12116	CG12116	FBgn0030041				
dme00790	35218	2	CG16771	CG16771	FBgn0032779				
dme00790	35981	2	CG1809	CG1809	FBgn0033423				
dme00790	32212	2	CG2543	CG2543	FBgn0030407				
dme00790	326159	2	CG31773	CG31773	FBgn0051773				
dme00790	37540	2	CG3264	CG3264	FBgn0034712				
dme00790	37539	2	CG3290	CG3290	FBgn0034711				
dme00790	37538	2	CG3292	CG3292	FBgn0034710				
dme00790	38633	2	CG5150	CG5150	FBgn0035620				
dme00790	41236	2	CG5361	CG5361	FBgn0037786				
dme00790	40372	2	CG5656	CG5656	FBgn0037083				
dme00790	32496	2	CG8105	CG8105	FBgn0030661				
dme00790	41135	2	CG8147	CG8147	FBgn0043791				
dme00790	42003	3	Dhfr	CG14887	FBgn0004087				
dme00790	39050	2	Dhpr	CG4665	FBgn0035964				
dme00790	43671	2	Dsim\GD21558	CG1462	FBgn0083464				
dme00790	38632	2	Dyak\CG10592	CG10592	FBgn0086995				
dme00790	317887	1	l(3)72Dp	CG32155	FBgn0263607				
dme00790	39238	3	Mocs1	CG33048	FBgn0263241				
dme00790	43017	3	Mocs2	CG10238	FBgn0039280				
dme00790	35292	2	pr	CG16784	FBgn0003141				
dme00790	37415	2	Pu	CG9441	FBgn0003162				
dme00790	31781	2	Sptr	CG12117	FBgn0014032				
dme00830	3771877	8	Adh	CG3481	FBgn0000055				
dme00830	35105	9	CG10178	CG10178	FBgn0032684				
dme00830	38598	3	CG10672	CG10672	FBgn0035588				
dme00830	33993	9	CG11289	CG11289	FBgn0031887				
dme00830	33679	1	CG15629	CG15629	FBgn0031630				
dme00830	37421	9	CG15661	CG15661	FBgn0034605				
dme00830	35138	9	CG17323	CG17323	FBgn0032713				
dme00830	43708	9	CG31002	CG31002	FBgn0051002				
dme00830	40079	9	CG3797	CG3797	FBgn0036842				
dme00830	37420	9	CG4302	CG4302	FBgn0027073				
dme00830	41573	9	CG5724	CG5724	FBgn0038082				
dme00830	41574	9	CG5999	CG5999	FBgn0038083				
dme00830	42538	9	CG6475	CG6475	FBgn0038886				
dme00830	35369	1	CG9265	CG9265	FBgn0032910				
dme00830	41311	9	Fdh	CG6598	FBgn0011768				
dme00830	44887	3	mdy	CG31991	FBgn0004797				
dme00830	41334	9	Ugt35a	CG6644	FBgn0026315				
dme00830	41333	9	Ugt35b	CG6649	FBgn0026314				
dme00830	53513	9	Ugt36Ba	CG13270	FBgn0040262				
dme00830	53512	9	Ugt36Bb	CG13271	FBgn0040261				
dme00830	53511	9	Ugt36Bc	CG17932	FBgn0040260				
dme00830	35307	9	Ugt37a1	CG11012	FBgn0026756				
dme00830	53584	9	Ugt37b1	CG9481	FBgn0026755				
dme00830	53583	9	Ugt37c1	CG8652	FBgn0026754				
dme00830	37590	9	Ugt58Fa	CG4414	FBgn0040091				
dme00830	53507	9	Ugt86Dd	CG6633	FBgn0040256				
dme00830	53506	9	Ugt86De	CG6653	FBgn0040255				
dme00830	53504	9	Ugt86Dg	CG17200	FBgn0040253				
dme00830	53503	9	Ugt86Dh	CG4772	FBgn0040252				
dme00830	53502	9	Ugt86Di	CG6658	FBgn0040251				
dme00830	53501	9	Ugt86Dj	CG15902	FBgn0040250				
dme00860	42834	3	Aats-glupro	CG5394	FBgn0005674				
dme00860	37815	3	Alas	CG3017	FBgn0020764				
dme00860	42590	1	Cchl	CG6022	FBgn0038925				
dme00860	35105	9	CG10178	CG10178	FBgn0032684				
dme00860	33993	9	CG11289	CG11289	FBgn0031887				
dme00860	37197	7	CG15117	CG15117	FBgn0034417				
dme00860	37421	9	CG15661	CG15661	FBgn0034605				
dme00860	35138	9	CG17323	CG17323	FBgn0032713				
dme00860	31817	2	CG1885	CG1885	FBgn0030066				
dme00860	43746	7	CG2135	CG2135	FBgn0039874				
dme00860	43708	9	CG31002	CG31002	FBgn0051002				
dme00860	40079	9	CG3797	CG3797	FBgn0036842				
dme00860	37809	3	CG3803	CG3803	FBgn0034938				
dme00860	37420	9	CG4302	CG4302	FBgn0027073				
dme00860	39828	3	CG4573	CG4573	FBgn0036629				
dme00860	34394	3	CG5037	CG5037	FBgn0032222				
dme00860	41573	9	CG5724	CG5724	FBgn0038082				
dme00860	41574	9	CG5999	CG5999	FBgn0038083				
dme00860	42538	9	CG6475	CG6475	FBgn0038886				
dme00860	44701	2	Coprox	CG3433	FBgn0021944				
dme00860	43757	2	FeCH	CG2098	FBgn0266268				
dme00860	41407	1	Ho	CG14716	FBgn0037933				
dme00860	46140	2	l(3)02640	CG9165	FBgn0010786				
dme00860	39402	2	Pbgs	CG10335	FBgn0036271				
dme00860	42939	2	Ppox	CG5796	FBgn0020018				
dme00860	41334	9	Ugt35a	CG6644	FBgn0026315				
dme00860	41333	9	Ugt35b	CG6649	FBgn0026314				
dme00860	53513	9	Ugt36Ba	CG13270	FBgn0040262				
dme00860	53512	9	Ugt36Bb	CG13271	FBgn0040261				
dme00860	53511	9	Ugt36Bc	CG17932	FBgn0040260				
dme00860	35307	9	Ugt37a1	CG11012	FBgn0026756				
dme00860	53584	9	Ugt37b1	CG9481	FBgn0026755				
