gene_id	symbol	flybase
39745	Arl1	FBgn0000115
39746	DNApol-delta	FBgn0263600
39747	Hip14	FBgn0259824
39748	CG5830	FBgn0036556
39749	mRpS31	FBgn0036557
39750	mib1	FBgn0263601
39751	Notum	FBgn0044028
39752	CG5895	FBgn0036560
39753	th	FBgn0260635
39756	CG13075	FBgn0036563
39757	Taspase1	FBgn0263602
39758	CG5235	FBgn0036565
39759	ClC-c	FBgn0036566
39760	CG13074	FBgn0036567
39761	ms(3)72Dt	FBgn0036568
39762	CG5414	FBgn0036569
39763	IntS9	FBgn0036570
39764	Zn72D	FBgn0263603
39765	Taf4	FBgn0010280
39766	CG12272	FBgn0036571
39768	SsRbeta	FBgn0011016
39769	Trs20	FBgn0266724
39770	CG16838	FBgn0036574
39771	CG5157	FBgn0036575
39772	CG5151	FBgn0036576
39773	CG13073	FBgn0036577
39774	l(3)72Dn	FBgn0263605
39775	CG5027	FBgn0036579
39776	PDCD-5	FBgn0036580
39777	MED10	FBgn0036581
39778	l(3)72Dr	FBgn0263608
39779	CG13055	FBgn0036583
39780	CG13054	FBgn0036584
39781	CG13071	FBgn0036585
39782	CG13070	FBgn0036586
39783	CG4950	FBgn0036587
39784	CG13068	FBgn0036588
39785	CG13067	FBgn0036589
39786	CG13065	FBgn0036590
39787	CG13050	FBgn0036591
39788	CG13049	FBgn0036592
39789	CG13048	FBgn0036593
39790	CG13047	FBgn0036594
39791	CG13046	FBgn0036595
39792	CG13045	FBgn0036596
39793	CG4962	FBgn0036597
39794	CG4982	FBgn0036598
39795	CG13044	FBgn0036599
39796	CG13043	FBgn0036600
39797	CG13063	FBgn0036601
39798	CG13042	FBgn0036602
39799	CG13062	FBgn0036603
39801	CG13041	FBgn0036605
39802	CG13060	FBgn0036606
39803	CG13059	FBgn0036607
39804	CG13040	FBgn0036608
39805	CG13039	FBgn0036609
39806	CG13058	FBgn0036610
39807	CG33060	FBgn0053060
39808	CG4998	FBgn0036612
39809	mRpS34	FBgn0260460
39810	CG4925	FBgn0036614
39811	CG4933	FBgn0036615
39812	Pdh	FBgn0011693
39813	CG45057	FBgn0266417
39814	Cpr72Ea	FBgn0036617
39815	Cpr72Eb	FBgn0036618
39816	Cpr72Ec	FBgn0036619
39817	CG4842	FBgn0036620
39818	roq	FBgn0036621
39819	CG4753	FBgn0036622
39820	CG4729	FBgn0036623
39821	RAF2	FBgn0036624
39824	Grp	FBgn0036627
39825	CG44836	FBgn0266099
39826	fax	FBgn0014163
39827	TMS1	FBgn0028399
39828	CG4573	FBgn0036629
39829	Aats-tyr	FBgn0027080
39831	dsx-c73A	FBgn0261799
39833	aos	FBgn0004569
39834	CG33158	FBgn0053158
39835	CG43373	FBgn0263131
39836	st	FBgn0003515
39839	CG13033	FBgn0036638
39840	CG4229	FBgn0036639
39841	Mipp1	FBgn0026061
39842	mbf1	FBgn0262732
39843	nxf2	FBgn0036640
39844	Smn	FBgn0036641
39845	Rpn12	FBgn0028693
39846	CG4169	FBgn0250814
39847	Syx8	FBgn0036643
39849	tra	FBgn0003741
39850	spd-2	FBgn0027500
39854	CG4098	FBgn0036648
39855	Prosbeta6	FBgn0002284
39856	Su(P)	FBgn0004465
39857	CG4101	FBgn0025558
39858	Mo25	FBgn0017572
39860	Baldspot	FBgn0260960
39861	Galphaf	FBgn0010223
39862	zetaCOP	FBgn0040512
39863	CG13032	FBgn0036652
39864	Lasp	FBgn0063485
39865	CG9692	FBgn0036654
39866	Dab	FBgn0000414
39867	CG13031	FBgn0036655
39868	CG13026	FBgn0036656
39869	PGRP-SB2	FBgn0043577
39870	PGRP-SB1	FBgn0043578
39871	Dbp73D	FBgn0004556
39872	CG9701	FBgn0036659
39873	Nrt	FBgn0004108
39874	CG13025	FBgn0036660
39875	CG9705	FBgn0036661
39876	CG9706	FBgn0036662
39877	Int6	FBgn0025582
39878	CG9674	FBgn0036663
39879	nudC	FBgn0021768
39880	CG13024	FBgn0036665
39881	TSG101	FBgn0036666
39882	CG9669	FBgn0036667
39883	CG9715	FBgn0036668
39884	sina	FBgn0003410
39885	sinah	FBgn0259794
39886	CG13029	FBgn0036670
39887	Rh4	FBgn0003250
39888	CG9951	FBgn0036671
39889	Lmpt	FBgn0261565
39894	CG13023	FBgn0036677
39895	CG11905	FBgn0036678
39896	CG13022	FBgn0036679
39897	Cpr73D	FBgn0036680
39899	Nc73EF	FBgn0010352
39900	Exn	FBgn0261547
39902	CG3764	FBgn0036684
39903	CG6664	FBgn0036685
39904	CG7728	FBgn0036686
39905	CG6652	FBgn0036687
39906	a10	FBgn0011293
39907	Fit2	FBgn0036688
39908	CG7730	FBgn0036689
39909	Ilp8	FBgn0036690
39910	beg	FBgn0036691
39914	Papst2	FBgn0036695
39915	CG14057	FBgn0036696
39916	TpnC73F	FBgn0010424
39917	rogdi	FBgn0036697
39918	CG7724	FBgn0036698
39919	Rbp6	FBgn0260943
39922	CG6512	FBgn0036702
39923	CG7707	FBgn0036703
39924	CG6497	FBgn0036704
39925	CG13723	FBgn0036705
39926	CG6485	FBgn0036706
39927	CG13724	FBgn0036707
39928	CG13725	FBgn0036708
39929	Or74a	FBgn0036709
39930	CG6479	FBgn0036710
39931	CG13727	FBgn0036711
39932	brv2	FBgn0036712
39933	Mip	FBgn0036713
39934	CG7692	FBgn0036714
39935	tap	FBgn0015550
39936	Cad74A	FBgn0036715
39937	CG13728	FBgn0036716
39938	CG13731	FBgn0036717
39939	blot	FBgn0027660
39940	Sec3	FBgn0266669
39941	CG33051	FBgn0053051
39943	frc	FBgn0042641
39944	CG32176	FBgn0052176
39945	CG12229	FBgn0036723
39947	CG18265	FBgn0036725
39948	CG7603	FBgn0036726
39949	CG7589	FBgn0036727
39950	CG7580	FBgn0036728
39951	CG13733	FBgn0036729
39952	qjt	FBgn0036730
39953	CG6333	FBgn0036731
39954	Oatp74D	FBgn0036732
39955	U4-U6-60K	FBgn0036733
39956	CG7564	FBgn0036734
39957	Edc3	FBgn0036735
39958	Nedd4	FBgn0259174
39959	Jon74E	FBgn0023197
39960	CG7542	FBgn0036738
39961	CycT	FBgn0025455
39962	Eip74EF	FBgn0000567
39964	CG6259	FBgn0036740
39965	CG7510	FBgn0036741
39966	CG7497	FBgn0036742
39969	CG7484	FBgn0036745
39970	Crtc	FBgn0036746
39971	CG6052	FBgn0036747
39972	Ccn	FBgn0052183
39973	CG7460	FBgn0036749
39974	CG6034	FBgn0036750
39975	Adgf-B	FBgn0036751
39976	Adgf-A	FBgn0036752
39977	CG42816	FBgn0261998
39978	NUCB1	FBgn0052190
39979	CG5589	FBgn0036754
39980	CG32187	FBgn0052187
39981	cln3	FBgn0036756
39982	Ir75a	FBgn0036757
39983	Ir75c	FBgn0261401
39984	Grd	FBgn0001134
39985	CG5577	FBgn0036759
39986	CG5567	FBgn0036760
39987	MED19	FBgn0036761
39988	CG7430	FBgn0036762
39989	CG7441	FBgn0036763
39990	CG5535	FBgn0036764
39991	CG7408	FBgn0036765
39992	CG5506	FBgn0036766
39993	CG16775	FBgn0036767
39994	CG7402	FBgn0036768
39995	Tsp74F	FBgn0036769
39996	Prestin	FBgn0036770
39997	CG14353	FBgn0036771
39998	CG5290	FBgn0036772
39999	Eip75B	FBgn0000568
40000	CG13698	FBgn0036773
40001	mRpS26	FBgn0036774
40002	CG5147	FBgn0036775
40003	mus304	FBgn0002901
40004	CG7341	FBgn0036777
40005	Cyp312a1	FBgn0036778
40007	CG7330	FBgn0036780
40008	CG13699	FBgn0036781
40009	W	FBgn0003997
40010	CG7320	FBgn0036782
40011	CheA75a	FBgn0036783
40012	CG5103	FBgn0036784
40013	CG13700	FBgn0036785
40014	grim	FBgn0015946
40015	rpr	FBgn0011706
40016	skl	FBgn0036786
40017	CG4306	FBgn0036787
40019	AstC-R2	FBgn0036789
40020	AstC-R1	FBgn0036790
40021	CG7271	FBgn0036791
40023	CG4174	FBgn0036793
40024	CG18234	FBgn0265268
40025	CG18233	FBgn0036795
40026	CG18231	FBgn0036796
40028	CG32199	FBgn0052199
40029	CG13380	FBgn0036799
40030	not	FBgn0013717
40031	bora	FBgn0259791
40032	MYPT-75D	FBgn0036801
40033	GNBP2	FBgn0040322
40034	GNBP1	FBgn0040323
40035	Sgf11	FBgn0036804
40036	Chmp1	FBgn0036805
40037	Cyp12c1	FBgn0036806
40038	CG6893	FBgn0036807
40039	Dic4	FBgn0036808
40040	CG12477	FBgn0036809
40041	CG6885	FBgn0036810
40042	MED11	FBgn0036811
40043	Nufip	FBgn0036812
40044	Atg3	FBgn0036813
40045	ftz-f1	FBgn0001078
40046	CG14073	FBgn0036814
40047	HipHop	FBgn0036815
40048	Cat	FBgn0000261
40049	Indy	FBgn0036816
40050	CG6865	FBgn0036817
40051	CG14074	FBgn0036818
40052	Dysb	FBgn0036819
40053	CG6852	FBgn0036820
40054	Rad9	FBgn0025807
40055	Ugt	FBgn0014075
40056	CG3961	FBgn0036821
40057	NijB	FBgn0036822
40059	CG3902	FBgn0036824
40060	RpL26	FBgn0036825
40061	arx	FBgn0036826
40062	CG6843	FBgn0036827
40063	CSN1b	FBgn0027057
40064	CG6841	FBgn0036828
40065	Ir75d	FBgn0036829
40066	CG14077	FBgn0036830
40067	CG6839	FBgn0036831
40068	CG18223	FBgn0036832
40069	CG3819	FBgn0036833
40070	CG6836	FBgn0036834
40071	CG14075	FBgn0036835
40072	CG11619	FBgn0036836
40073	CG18135	FBgn0036837
40074	CG3808	FBgn0036838
40075	CG18136	FBgn0036839
40078	Acp76A	FBgn0015586
40079	CG3797	FBgn0036842
40080	CG6812	FBgn0036843
40081	Mkp3	FBgn0036844
40083	MESR6	FBgn0036846
40084	CG11577	FBgn0036847
40085	CG10424	FBgn0036848
40086	CG14079	FBgn0036849
40087	Gem2	FBgn0036850
40088	CG14082	FBgn0036851
40090	fz2	FBgn0016797
40091	mRpL21	FBgn0036853
40092	rept	FBgn0040075
40093	nes	FBgn0026630
40094	Bet1	FBgn0260857
40095	Max	FBgn0017578
40096	CG9666	FBgn0036856
40097	CG9629	FBgn0036857
40098	CG14088	FBgn0036858
40099	CG14085	FBgn0036859
40100	CG14086	FBgn0036860
40101	CG14089	FBgn0036861
40102	Gbs-76A	FBgn0036862
40104	pip	FBgn0003089
40105	CG32206	FBgn0052206
40109	ms(3)76Ba	FBgn0036868
40111	Chd3	FBgn0023395
40112	CG14095	FBgn0036870
40113	CG14096	FBgn0036871
40114	CG12519	FBgn0036872
40115	CG18294	FBgn0036873
40116	brv1	FBgn0036874
40117	CG9449	FBgn0036875
40118	CG9451	FBgn0036876
40119	CG9452	FBgn0036877
40120	Cpr76Ba	FBgn0036878
40121	Cpr76Bb	FBgn0036879
40122	Cpr76Bc	FBgn0036880
40123	Cpr76Bd	FBgn0036881
40124	CG9279	FBgn0036882
40126	Rcd7	FBgn0260461
40127	l(3)76BDr	FBgn0262517
40128	CG9300	FBgn0036886
40129	Shal	FBgn0005564
40130	CG9231	FBgn0036887
40131	CG9330	FBgn0036888
40132	CG14100	FBgn0036889
40133	ash1	FBgn0005386
40134	Taf6	FBgn0010417
40135	CG9368	FBgn0036890
40136	lush	FBgn0020277
40137	CG9372	FBgn0036891
40138	Lon	FBgn0036892
40139	CG9376	FBgn0036893
40140	l(3)76BDm	FBgn0260655
40141	asf1	FBgn0029094
40142	ms(3)76Cc	FBgn0036895
40143	wnd	FBgn0036896
40144	CG8786	FBgn0036897
40145	Oat	FBgn0022774
40146	tey	FBgn0036899
40147	CG8765	FBgn0036900
40148	Gbeta76C	FBgn0004623
40149	verm	FBgn0261341
40150	serp	FBgn0260653
40152	Trpml	FBgn0262516
40153	CG42637	FBgn0261360
40154	ms(3)76Ca	FBgn0036905
40155	HLH106	FBgn0261283
40156	CG14102	FBgn0036906
40157	Ir76a	FBgn0260874
40158	CG14103	FBgn0036908
40159	CG15881	FBgn0036909
40160	Kap-alpha1	FBgn0024889
40161	Cyp305a1	FBgn0036910
40162	cyc	FBgn0023094
40163	Fibp	FBgn0036911
40164	Deaf1	FBgn0013799
40165	trc	FBgn0003744
40167	Papss	FBgn0020389
40168	Rab8	FBgn0262518
40169	CG8334	FBgn0036913
40170	Mi-2	FBgn0262519
40171	Su(Tpl)	FBgn0014037
40172	Prp3	FBgn0036915
40173	Mtr3	FBgn0036916
40174	Rpn1	FBgn0028695
40176	CG7770	FBgn0036918
40177	Grasp65	FBgn0036919
40178	CG8004	FBgn0036920
40179	RhoGDI	FBgn0036921
40180	Ac76E	FBgn0004852
40181	CG14182	FBgn0036922
40182	CG17732	FBgn0036923
40183	hale	FBgn0036924
40184	schuy	FBgn0036925
40185	fln	FBgn0005633
40186	Nca	FBgn0013303
40187	CG7646	FBgn0036926
40188	CG7433	FBgn0036927
40189	Tom20	FBgn0036928
40190	CG7668	FBgn0036929
40191	kug	FBgn0261574
40192	CG14183	FBgn0036931
40193	CG14184	FBgn0036932
40195	sNPF-R	FBgn0036934
40196	CG14186	FBgn0036935
40197	CG14185	FBgn0036936
40198	Ir76b	FBgn0036937
40199	CG14187	FBgn0036938
40200	CG7365	FBgn0036939
40201	gig	FBgn0005198
40202	obst-J	FBgn0036940
40203	CG7335	FBgn0036941
40204	CG7328	FBgn0036942
40205	CG42674	FBgn0261556
40207	Ssk	FBgn0036945
40209	obst-F	FBgn0036947
40210	CG7298	FBgn0036948
40211	CG7290	FBgn0036949
40212	CG6996	FBgn0036950
40213	CG7017	FBgn0036951
40214	CG6933	FBgn0036952
40215	CG17145	FBgn0036953
40216	CG17147	FBgn0260393
40217	Su(var)3-3	FBgn0260397
40218	CG13813	FBgn0036956
40220	CG17233	FBgn0036958
40221	Clc	FBgn0024814
40222	CG6951	FBgn0036959
40224	rdgC	FBgn0265959
40225	gogo	FBgn0052227
40226	CG17122	FBgn0036962
40228	FRG1	FBgn0036964
40229	Pex23	FBgn0052226
40231	CG6597	FBgn0036967
40232	polo	FBgn0003124
40233	alphaSnap	FBgn0250791
40234	Spn77Ba	FBgn0262057
40235	Spn77Bb	FBgn0036969
40236	Spn77Bc	FBgn0036970
40238	CG6434	FBgn0036972
40239	Rbbp5	FBgn0036973
40240	eRF1	FBgn0036974
40241	CG5618	FBgn0036975
40242	kin17	FBgn0024887
40243	CG5665	FBgn0036977
40245	Toll-9	FBgn0036978
40246	in	FBgn0001259
40247	CG13247	FBgn0036979
40248	Ide	FBgn0001247
40249	RhoBTB	FBgn0036980
40250	CG5498	FBgn0027565
40252	CG33969	FBgn0053969
40254	CG13248	FBgn0036984
40255	zye	FBgn0036985
40256	CG5282	FBgn0036986
40257	CG5274	FBgn0036987
40258	CG5262	FBgn0036988
40259	Las	FBgn0029158
40260	Psn	FBgn0019947
40261	mRpL15	FBgn0036990
40262	CG5872	FBgn0036991
40263	CG11796	FBgn0036992
40264	CG5910	FBgn0036993
40265	CG5199	FBgn0036994
40266	atk	FBgn0036995
40267	mag	FBgn0036996
40268	CG5955	FBgn0036997
40269	CG5969	FBgn0036998
40270	isoQC	FBgn0036999
40271	ZnT77C	FBgn0037000
40272	CG6020	FBgn0037001
40273	CG32425	FBgn0052425
40274	CG18281	FBgn0037003
40275	CG17637	FBgn0037004
40276	CG5078	FBgn0037005
40278	CG5059	FBgn0037007
40279	mTerf3	FBgn0037008
40280	CG5104	FBgn0037009
40281	CG4825	FBgn0037010
40282	CG4858	FBgn0037011
40283	Rcd2	FBgn0037012
40284	CG13250	FBgn0037013
40285	knrl	FBgn0001323
40286	CG13251	FBgn0037014
40287	kni	FBgn0001320
40288	cmpy	FBgn0037015
40289	CG13252	FBgn0037016
40290	CG4074	FBgn0037017
40291	CG4042	FBgn0037018
40292	Pitslre	FBgn0016696
40293	Pex16	FBgn0037019
40294	Pex14	FBgn0037020
40295	CG11399	FBgn0037021
40296	CG11396	FBgn0037022
40297	Six4	FBgn0027364
40298	CG3698	FBgn0037023
40299	CG4365	FBgn0037024
40300	Spc105R	FBgn0037025
40301	CG3634	FBgn0037026
40302	CG3680	FBgn0037027
40303	CG3618	FBgn0037028
40304	Mst77F	FBgn0086915
40305	Pka-R1	FBgn0259243
40307	CG3288	FBgn0037030
40308	CSN3	FBgn0027055
40309	CG11456	FBgn0037031
40310	CG32432	FBgn0052432
40313	CG10589	FBgn0037035
40314	fng	FBgn0011591
40315	Sems	FBgn0037036
40316	CG10588	FBgn0037037
40317	CG11037	FBgn0037038
40318	CG10587	FBgn0037039
40319	CG12983	FBgn0037040
40321	CG12984	FBgn0037042
40323	CG10585	FBgn0037044
40324	CG10584	FBgn0037045
40325	Sin	FBgn0028402
40326	CG10581	FBgn0037046
40327	siz	FBgn0026179
40330	ko	FBgn0020294
40331	CG10566	FBgn0037050
40332	CG10565	FBgn0037051
40333	Ac78C	FBgn0024150
40335	CG42337	FBgn0259239
40336	park	FBgn0041100
40339	CG10512	FBgn0037057
40340	CG33054	FBgn0053054
40341	CG10510	FBgn0037059
40342	CG10508	FBgn0037060
40343	CG12975	FBgn0037061
40345	Eip78C	FBgn0004865
40346	CG9391	FBgn0037063
40347	CG9389	FBgn0037064
40348	AcCoAS	FBgn0012034
40349	ppl	FBgn0027945
40350	CG12974	FBgn0037065
40351	pzg	FBgn0259785
40352	Cpr78Ca	FBgn0037067
40353	Cpr78Cb	FBgn0037068
40354	Edg78E	FBgn0000551
40355	Cpr78Cc	FBgn0037069
40356	CG11309	FBgn0037070
40357	CG7632	FBgn0037071
40358	Pc	FBgn0003042
40359	Rab26	FBgn0086913
40360	CG7338	FBgn0037073
40361	CG7324	FBgn0037074
40362	CG32436	FBgn0052436
40363	ebd2	FBgn0037076
40365	CG12971	FBgn0037078
40366	CG32437	FBgn0052437
40367	sa	FBgn0002842
40368	rgn	FBgn0261258
40369	barc	FBgn0037081
40370	Aef1	FBgn0005694
40371	CG5664	FBgn0037082
40372	CG5656	FBgn0037083
40373	Syx6	FBgn0037084
40374	croc	FBgn0014143
40375	Neu2	FBgn0037085
40376	CG7202	FBgn0037086
40377	CG7519	FBgn0037087
40378	Hr78	FBgn0015239
40381	Est-Q	FBgn0037090
40382	Glg1	FBgn0264561
40383	M6	FBgn0037092
40384	SAK	FBgn0026371
40385	Cdk12	FBgn0037093
40386	CG7611	FBgn0037094
40388	Rpn10	FBgn0015283
40389	VhaM9.7-b	FBgn0028663
40390	CoVIII	FBgn0263911
40391	Wnk	FBgn0037098
40392	CG7173	FBgn0037099
40393	CapaR	FBgn0037100
40394	CG7634	FBgn0037101
40395	CG7172	FBgn0037102
40396	CG32441	FBgn0052441
40398	TfAP-2	FBgn0261953
40399	S1P	FBgn0037105
40400	CG11307	FBgn0037106
40401	CG7166	FBgn0037107
40402	CG11306	FBgn0037108
40403	MED1	FBgn0037109
40404	ORMDL	FBgn0037110
40406	CG32444	FBgn0043783
40408	Cpr78E	FBgn0037114
40409	CG11249	FBgn0037115
40410	CG7158	FBgn0037116
40411	CG11248	FBgn0037117
40412	CG32447	FBgn0052447
40414	CG11247	FBgn0037120
40415	Rpb8	FBgn0037121
40416	CG14570	FBgn0037122
40417	CG14569	FBgn0037123
40418	CG14568	FBgn0037124
40419	CG14573	FBgn0037125
40420	CG14567	FBgn0037126
40421	CG14566	FBgn0037127
40422	CG14572	FBgn0037128
40423	CG14565	FBgn0037129
40424	Syn1	FBgn0037130
40425	CG14564	FBgn0037131
40427	CG7370	FBgn0037133
40428	eg	FBgn0000560
40429	CycH	FBgn0022936
40430	CG7407	FBgn0037134
40431	CG7414	FBgn0037135
40432	CG7148	FBgn0046301
40433	Nopp140	FBgn0037137
40434	P5CDh1	FBgn0037138
40435	CG14563	FBgn0037139
40436	mub	FBgn0262737
40437	CG7442	FBgn0037140
40438	DNApol-eta	FBgn0037141
40439	CG14562	FBgn0037142
40440	CG7448	FBgn0037143
40441	CG7458	FBgn0037144
40442	CS-2	FBgn0029091
40443	CG7470	FBgn0037146
40444	Act79B	FBgn0000045
40445	CG7140	FBgn0037147
40447	CG14561	FBgn0037149
40448	CG7139	FBgn0027532
40449	CG7133	FBgn0037150
40450	CG7130	FBgn0037151
40451	RpLP0	FBgn0000100
40453	olf413	FBgn0037153
40456	Rich	FBgn0028500
40457	Ddx1	FBgn0015075
40458	CG11523	FBgn0037156
40459	Csp	FBgn0004179
40461	srpk79D	FBgn0025702
40462	Hem	FBgn0011771
40464	Ten-m	FBgn0004449
40467	CG11449	FBgn0037162
40468	laza	FBgn0037163
40469	CG11438	FBgn0037164
40470	CG11437	FBgn0037165
40471	CG11426	FBgn0037166
40472	CG11425	FBgn0037167
40474	CG11404	FBgn0037169
40475	Trxr-2	FBgn0037170
40476	CG14459	FBgn0037171
40477	CG6914	FBgn0037172
40479	CG14457	FBgn0037174
40480	CG14455	FBgn0037175
40481	CG14456	FBgn0037176
40482	CG14454	FBgn0037177
40483	CG12546	FBgn0037178
40484	CG14453	FBgn0037179
40485	CG14452	FBgn0037180
40486	CG11370	FBgn0037181
40487	ArfGAP3	FBgn0037182
40488	CG14451	FBgn0037183
40489	mael	FBgn0016034
40490	CG14450	FBgn0037184
40491	CG11367	FBgn0037185
40492	CG11241	FBgn0037186
40495	SPoCk	FBgn0052451
40497	CG14448	FBgn0037191
40501	CG11226	FBgn0037195
40502	CG32459	FBgn0052459
40503	CG13239	FBgn0037197
40504	CG33169	FBgn0053169
40505	CG11137	FBgn0037199
40506	Arf79F	FBgn0010348
40507	CG11109	FBgn0037200
40508	Chro	FBgn0044324
40509	Ssl1	FBgn0037202
40510	slif	FBgn0037203
40511	CG11131	FBgn0037204
40512	BoYb	FBgn0037205
40513	CG12768	FBgn0037206
40514	Mes2	FBgn0037207
40515	nrm	FBgn0262509
40517	alpha-Cat	FBgn0010215
40521	nAChRalpha4	FBgn0266347
40522	CG12581	FBgn0037213
40524	CG12582	FBgn0037215
40526	CG14636	FBgn0037217
40527	aux	FBgn0037218
40528	DhpD	FBgn0261436
40529	CG14641	FBgn0037220
40530	abs	FBgn0015331
40532	CG14642	FBgn0037222
40534	TwdlF	FBgn0037224
40535	TwdlG	FBgn0037225
40536	CG14644	FBgn0250821
40537	TwdlV	FBgn0037227
40538	CG1092	FBgn0037228
40539	CG9766	FBgn0037229
40540	CG9780	FBgn0037230
40541	MP1	FBgn0027930
40542	Vps24	FBgn0037231
40543	CG9791	FBgn0037232
40544	Syt14	FBgn0261086
40545	CG9795	FBgn0037234
40546	CG9776	FBgn0027866
40547	CG1103	FBgn0037235
40548	Skp2	FBgn0037236
40549	hkb	FBgn0261434
40551	CG1090	FBgn0037238
40552	CG11739	FBgn0037239
40553	Cont	FBgn0037240
40554	tub	FBgn0003882
40555	CG14646	FBgn0037241
40556	CG9855	FBgn0037242
40557	CG9853	FBgn0086605
40558	CG14647	FBgn0037244
40559	lost	FBgn0263594
40560	CG32944	FBgn0052944
40562	srl	FBgn0037248
40563	eIF3-S10	FBgn0037249
40564	CG1074	FBgn0037250
40565	CG9804	FBgn0037251
40566	CG14650	FBgn0037252
40567	CG31522	FBgn0051522
40568	CG14651	FBgn0037254
40569	Fip1	FBgn0037255
40574	Mur82C	FBgn0037260
40575	5-HT2A	FBgn0087012
40576	CG9775	FBgn0037261
40577	MED31	FBgn0037262
40578	slx1	FBgn0037263
40579	Dip2	FBgn0040466
40580	rpk	FBgn0022981
40581	Karybeta3	FBgn0087013
40582	spartin	FBgn0037265
40583	CG43427	FBgn0263346
40587	CG9769	FBgn0037270
40588	Nep2	FBgn0027570
40589	tacc	FBgn0026620
40590	CG44098	FBgn0264907
40593	atms	FBgn0010750
40594	CG14655	FBgn0037275
40595	CG17387	FBgn0037276
40596	ctrip	FBgn0260794
40598	Hus1-like	FBgn0026417
40599	CG1129	FBgn0037279
40600	CG1126	FBgn0037280
40602	CG14657	FBgn0037282
40603	CG14658	FBgn0037283
40604	CG14659	FBgn0037284
40605	opa	FBgn0003002
40606	laf	FBgn0020280
40607	Gnf1	FBgn0004913
40608	Cdep	FBgn0265082
40610	UbcD6	FBgn0004436
40611	CG14661	FBgn0037288
40612	CG2016	FBgn0250839
40613	CG1124	FBgn0037290
40614	CG14662	FBgn0037291
40615	CG2022	FBgn0037292
40616	corto	FBgn0010313
40617	CG12007	FBgn0037293
40618	CG12590	FBgn0037294
40619	dpr16	FBgn0037295
40620	cno	FBgn0259212
40621	Prosbeta2R2	FBgn0037296
40622	CG1116	FBgn0037297
40623	CG2604	FBgn0037298
40624	Vps37B	FBgn0037299
40626	Mms19	FBgn0037301
40627	rtp	FBgn0087005
40628	CG12163	FBgn0260462
40629	CG1113	FBgn0037304
40630	CG12173	FBgn0037305
40632	Tim17a2	FBgn0037307
40633	Hph	FBgn0264785
40635	Tim17b1	FBgn0037310
40637	CG11999	FBgn0037312
40638	CG1161	FBgn0037313
40639	Prosbeta7	FBgn0250746
40640	Cerk	FBgn0037315
40642	hd	FBgn0086695
40643	CG14667	FBgn0037317
40644	7B2	FBgn0041707
40646	CG14668	FBgn0037320
40647	CG1172	FBgn0264712
40648	Or83a	FBgn0037322
40649	CG2663	FBgn0037323
40650	Orco	FBgn0037324
40651	CG12147	FBgn0037325
40652	CG14669	FBgn0037326
40653	PEK	FBgn0037327
40654	RpL35A	FBgn0037328
40655	CG12162	FBgn0037329
40656	mRpL44	FBgn0037330
40657	Snr1	FBgn0011715
40659	Hcs	FBgn0037332
40660	ksr	FBgn0015402
40661	CG31550	FBgn0051550
40663	CG31547	FBgn0051547
40664	Itp-r83A	FBgn0010051
40665	Nmdar1	FBgn0010399
40666	CG2519	FBgn0037336
40667	mia	FBgn0014342
40668	Pcmt	FBgn0086768
40669	Snm1	FBgn0037338
40670	Pi4KIIalpha	FBgn0037339
40671	CG14671	FBgn0037340
40672	CG12746	FBgn0037341
40673	CG2931	FBgn0037342
40675	CRMP	FBgn0023023
40676	CG2926	FBgn0037344
40677	rev7	FBgn0037345
40678	noi	FBgn0014366
40679	Vha26	FBgn0015324
40680	kra	FBgn0250753
40681	CG1427	FBgn0037347
40682	asl	FBgn0261004
40683	Rga	FBgn0017550
40684	Atu	FBgn0019637
40686	CG2911	FBgn0037350
40687	RpL13A	FBgn0037351
40689	CG31549	FBgn0051549
40690	CG12171	FBgn0037354
40691	CG31546	FBgn0051546
40692	CG12170	FBgn0037356
40693	MTA1-like	FBgn0027951
40694	Sec23	FBgn0262125
40695	elm	FBgn0037358
40696	MED27	FBgn0037359
40697	CG2182	FBgn0037360
40698	CG1109	FBgn0046222
40699	Xe7	FBgn0010772
40700	Atg17	FBgn0037363
40701	Rab23	FBgn0037364
40702	CG2104	FBgn0037365
40704	plx	FBgn0261261
40706	CG1239	FBgn0037368
40707	CG2100	FBgn0037369
40708	CG1236	FBgn0037370
40709	Sym	FBgn0037371
40710	Madm	FBgn0027497
40711	CG2091	FBgn0037372
40712	Sec8	FBgn0266672
40713	CG2082	FBgn0027608
40714	jagn	FBgn0037374
40715	kat-60L1	FBgn0037375
40716	CG2051	FBgn0037376
40717	Rpn5	FBgn0028690
40718	CG1218	FBgn0037377
40719	CG2046	FBgn0037378
40720	CG10979	FBgn0037379
40721	CG11000	FBgn0263353
40722	CG42675	FBgn0261561
40723	Hpr1	FBgn0037382
40724	CG2023	FBgn0037383
40725	dgrn	FBgn0037384
40726	glob3	FBgn0037385
40727	CG1208	FBgn0037386
40728	CG1213	FBgn0037387
40729	CG14676	FBgn0037388
40732	ECSIT	FBgn0028436
40733	CG2017	FBgn0037391
40737	Obp83a	FBgn0011281
40738	Obp83b	FBgn0010403
40739	Rm62	FBgn0003261
40740	CG10280	FBgn0037395
40741	CG11459	FBgn0037396
40743	CG15580	FBgn0037398
40744	Or83c	FBgn0037399
40745	Gasp	FBgn0026077
40746	Obp83cd	FBgn0046878
40747	Obp83ef	FBgn0046876
40748	Vha14-2	FBgn0037402
40749	CG31559	FBgn0051559
